protein_id	source	ncbi_taxid	genus	species	description
T_tenax_NG.00g110360		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 27
T_tenax_NG.00g085840		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 29
T_tenax_NG.00g081240		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 4
T_tenax_NG.00g154030		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 6
T_tenax_NG.00g124230		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 6
T_tenax_NG.00g172420		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 6
T_tenax_NG.00g186210		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 7
T_tenax_NG.00g121740		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 8
T_tenax_NG.00g060170		43075	Trichomonas	tenax	Mediator of RNA polymerase II transcription subunit 9
T_tenax_NG.00g028170		43075	Trichomonas	tenax	megakaryocyte stimulating factor 
T_tenax_NG.00g174420		43075	Trichomonas	tenax	meichroacidin 
T_tenax_NG.00g164410		43075	Trichomonas	tenax	Meiotic recombination protein DMC1/LIM15 homolog 
T_tenax_NG.00g154540		43075	Trichomonas	tenax	Melibiase family protein 
T_tenax_NG.00g092640		43075	Trichomonas	tenax	Melibiase family protein 
T_tenax_NG.00g136140		43075	Trichomonas	tenax	membrane protein 
T_tenax_NG.00g082000		43075	Trichomonas	tenax	membrane protein 
T_tenax_NG.00g067230		43075	Trichomonas	tenax	membrane protein 
T_tenax_NG.00g016470		43075	Trichomonas	tenax	membrane protein 
T_tenax_NG.00g003570		43075	Trichomonas	tenax	Membrane transporter protein
T_tenax_NG.00g110760		43075	Trichomonas	tenax	Menaquinone biosynthesis methyltransferase 
T_tenax_NG.00g135000		43075	Trichomonas	tenax	merozoite surface protein 
T_tenax_NG.00g056110		43075	Trichomonas	tenax	merozoite surface protein 
T_tenax_NG.00g170620		43075	Trichomonas	tenax	merozoite surface protein 
T_tenax_NG.00g063240		43075	Trichomonas	tenax	Mesencephalic astrocyte-derived neurotrophic factor homolog (Fragment)
T_tenax_NG.00g042980		43075	Trichomonas	tenax	Met-10+ like-protein 
T_tenax_NG.00g095430		43075	Trichomonas	tenax	metacaspase 
T_tenax_NG.00g072970		43075	Trichomonas	tenax	metal-dependent hydrolase 
T_tenax_NG.00g072980		43075	Trichomonas	tenax	metal-dependent hydrolase 
T_tenax_NG.00g131940		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g025470		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g049510		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g137250		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g027190		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g020930		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g078790		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g155440		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g062490		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g061690		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g183630		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g090540		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g166650		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g031480		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g026050		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_NG.00g020780		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein 
T_tenax_00g008850		43075	Trichomonas	tenax	metallo-beta-lactamase superfamily protein Metallo-beta-lactamase superfamily protein
T_tenax_NG.00g133440		43075	Trichomonas	tenax	Metallo-dependent phosphatase
T_tenax_NG.00g086200		43075	Trichomonas	tenax	Metalloenzyme superfamily protein 
T_tenax_NG.00g085720		43075	Trichomonas	tenax	Metallophos domain-containing protein
T_tenax_NG.00g020920		43075	Trichomonas	tenax	Metallophos domain-containing protein
T_tenax_NG.00g170390		43075	Trichomonas	tenax	Metallophos domain-containing protein
T_tenax_NG.00g007330		43075	Trichomonas	tenax	Metallophosphoesterase
T_tenax_NG.00g092770		43075	Trichomonas	tenax	Metallophosphoesterase domain containing 2
T_tenax_NG.00g148030		43075	Trichomonas	tenax	Metallothionein
T_tenax_NG.00g148740		43075	Trichomonas	tenax	methionine adenosyltransferase 
T_tenax_NG.00g153680		43075	Trichomonas	tenax	methionine adenosyltransferase 
T_tenax_NG.00g189130		43075	Trichomonas	tenax	methionine adenosyltransferase 
T_tenax_NG.00g085940		43075	Trichomonas	tenax	methionine gamma-lyase 
T_tenax_NG.00g143160		43075	Trichomonas	tenax	Methionine--tRNA ligase, mitochondrial
T_tenax_NG.00g109220		43075	Trichomonas	tenax	methionine-R-sulfoxide reductase 
T_tenax_NG.00g158510		43075	Trichomonas	tenax	methionine-S-sulfoxide reductase family protein 
T_tenax_NG.00g080450		43075	Trichomonas	tenax	methylated-DNA--protein-cysteine methyltransferase containing protein 
T_tenax_NG.00g052860		43075	Trichomonas	tenax	Methylcytosine dioxygenase TET
T_tenax_NG.00g157880		43075	Trichomonas	tenax	Methyltransferase
T_tenax_NG.00g009500		43075	Trichomonas	tenax	methyltransferase 
T_tenax_NG.00g053020		43075	Trichomonas	tenax	methyltransferase 
T_tenax_NG.00g170350		43075	Trichomonas	tenax	methyltransferase 
T_tenax_NG.00g023830		43075	Trichomonas	tenax	methyltransferase 
T_tenax_NG.00g013140		43075	Trichomonas	tenax	Methyltransferase domain-containing protein
T_tenax_NG.00g089370		43075	Trichomonas	tenax	Methyltransferase-like protein 13
T_tenax_NG.00g095630		43075	Trichomonas	tenax	methyltransferase, FkbM family protein 
T_tenax_00g089570		43075	Trichomonas	tenax	methyltransferase, TIGR00027 family protein
T_tenax_NG.00g086190		43075	Trichomonas	tenax	mevalonate kinase family protein 
T_tenax_NG.00g012530		43075	Trichomonas	tenax	MFAP1 domain-containing protein
T_tenax_NG.00g168260		43075	Trichomonas	tenax	MFS transporter
T_tenax_NG.00g097230		43075	Trichomonas	tenax	MFS transporter
T_tenax_NG.00g034990		43075	Trichomonas	tenax	MFS transporter
T_tenax_NG.00g168740		43075	Trichomonas	tenax	MGC16169 protein 
T_tenax_NG.00g085540		43075	Trichomonas	tenax	MGC53049 protein 
T_tenax_NG.00g169960		43075	Trichomonas	tenax	MGC69094 protein 
T_tenax_00g002910		43075	Trichomonas	tenax	MGC69094 protein Nucleolar protein 10-like
T_tenax_NG.00g142990		43075	Trichomonas	tenax	MGC78809 protein 
T_tenax_NG.00g096850		43075	Trichomonas	tenax	MGC78809 protein 
T_tenax_NG.00g040590		43075	Trichomonas	tenax	MGC78821 protein 
T_tenax_NG.00g092490		43075	Trichomonas	tenax	MGC78960 protein 
T_tenax_NG.00g184920		43075	Trichomonas	tenax	MGC80481 protein 
T_tenax_NG.00g096140		43075	Trichomonas	tenax	MGC81040 protein 
T_tenax_NG.00g056320		43075	Trichomonas	tenax	MGC81471 protein 
T_tenax_NG.00g052210		43075	Trichomonas	tenax	MGC81975 protein 
T_tenax_NG.00g133930		43075	Trichomonas	tenax	MGC83083 protein 
T_tenax_NG.00g185660		43075	Trichomonas	tenax	MGC83087 protein 
T_tenax_NG.00g103640		43075	Trichomonas	tenax	MGC83087 protein 
T_tenax_NG.00g177270		43075	Trichomonas	tenax	MGC83277 protein 
T_tenax_NG.00g119270		43075	Trichomonas	tenax	MGC83745 protein 
T_tenax_NG.00g054560		43075	Trichomonas	tenax	MGC84469 protein 
T_tenax_NG.00g060780		43075	Trichomonas	tenax	MGC84469 protein 
T_tenax_NG.00g150930		43075	Trichomonas	tenax	MGC84469 protein 
T_tenax_NG.00g036740		43075	Trichomonas	tenax	MGC84469 protein 
T_tenax_NG.00g137150		43075	Trichomonas	tenax	MGC89995 protein 
T_tenax_NG.00g114550		43075	Trichomonas	tenax	MHD domain-containing protein
T_tenax_NG.00g022640		43075	Trichomonas	tenax	MHD domain-containing protein
T_tenax_NG.00g141750		43075	Trichomonas	tenax	MHD domain-containing protein
T_tenax_NG.00g110070		43075	Trichomonas	tenax	MHD domain-containing protein
T_tenax_NG.00g106220		43075	Trichomonas	tenax	MHD domain-containing protein
T_tenax_NG.00g017430		43075	Trichomonas	tenax	MHD1 domain-containing protein
T_tenax_NG.00g043900		43075	Trichomonas	tenax	MHD1 domain-containing protein
T_tenax_NG.00g119630		43075	Trichomonas	tenax	MI domain-containing protein
T_tenax_NG.00g062020		43075	Trichomonas	tenax	MI domain-containing protein
T_tenax_NG.00g087250		43075	Trichomonas	tenax	MI domain-containing protein
T_tenax_NG.00g129550		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g125160		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g015150		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g111820		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g067800		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g083530		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g048190		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g137140		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g009910		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g182460		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g186240		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g049070		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g018310		43075	Trichomonas	tenax	Mic1 domain-containing protein
T_tenax_NG.00g108790		43075	Trichomonas	tenax	Micrococcal nuclease
T_tenax_NG.00g083140		43075	Trichomonas	tenax	Microtubule associated protein
T_tenax_NG.00g088010		43075	Trichomonas	tenax	Microtubule associated protein
T_tenax_NG.00g055620		43075	Trichomonas	tenax	Microtubule associated protein 1A/1B, light chain 3 containing protein 
T_tenax_NG.00g144090		43075	Trichomonas	tenax	Microtubule associated protein SPM2
T_tenax_NG.00g123370		43075	Trichomonas	tenax	Microtubule-associated protein
T_tenax_NG.00g142800		43075	Trichomonas	tenax	Microtubule-associated protein 
T_tenax_NG.00g139800		43075	Trichomonas	tenax	Microtubule-associated protein RP/EB family member 1
T_tenax_NG.00g134400		43075	Trichomonas	tenax	Mid-cell-anchored protein Z
T_tenax_NG.00g173330		43075	Trichomonas	tenax	Midasin
T_tenax_NG.00g115070		43075	Trichomonas	tenax	MIF4G domain containing protein 
T_tenax_NG.00g084630		43075	Trichomonas	tenax	MIF4G domain containing protein 
T_tenax_NG.00g037370		43075	Trichomonas	tenax	MIF4G domain containing protein 
T_tenax_NG.00g162840		43075	Trichomonas	tenax	MIF4G domain containing protein 
T_tenax_NG.00g100990		43075	Trichomonas	tenax	MIF4G domain containing protein 
T_tenax_NG.00g035960		43075	Trichomonas	tenax	Minor serine/threonine protein phosphatase PP2A-1 catalytic subunit 
T_tenax_NG.00g079050		43075	Trichomonas	tenax	MIR domain containing protein 
T_tenax_NG.00g098630		43075	Trichomonas	tenax	MIR domain containing protein 
T_tenax_NG.00g102330		43075	Trichomonas	tenax	MIR domain containing protein 
T_tenax_NG.00g148840		43075	Trichomonas	tenax	MIR domain-containing protein
T_tenax_NG.00g164820		43075	Trichomonas	tenax	MIR domain-containing protein
T_tenax_NG.00g143650		43075	Trichomonas	tenax	Miro domain-containing protein
T_tenax_NG.00g104940		43075	Trichomonas	tenax	Mis18 domain-containing protein
T_tenax_NG.00g062620		43075	Trichomonas	tenax	Mis6 domain-containing protein
T_tenax_NG.00g126050		43075	Trichomonas	tenax	Mitochondrial carrier
T_tenax_NG.00g082540		43075	Trichomonas	tenax	Mitochondrial carrier
T_tenax_NG.00g163290		43075	Trichomonas	tenax	Mitochondrial carrier
T_tenax_NG.00g116410		43075	Trichomonas	tenax	Mitochondrial carrier protein
T_tenax_NG.00g181030		43075	Trichomonas	tenax	Mitochondrial carrier protein
T_tenax_NG.00g180250		43075	Trichomonas	tenax	Mitochondrial carrier protein 
T_tenax_NG.00g184850		43075	Trichomonas	tenax	Mitochondrial carrier protein 
T_tenax_NG.00g001300		43075	Trichomonas	tenax	Mitochondrial carrier protein 
T_tenax_NG.00g185570		43075	Trichomonas	tenax	Mitochondrial carrier protein 
T_tenax_NG.00g134040		43075	Trichomonas	tenax	Mitochondrial fission 1 protein
T_tenax_NG.00g127480		43075	Trichomonas	tenax	Mitochondrial import inner membrane translocase subunit Tim17 family protein 
T_tenax_NG.00g160240		43075	Trichomonas	tenax	Mitochondrial import inner membrane translocase subunit Tim17 family protein 
T_tenax_NG.00g106630		43075	Trichomonas	tenax	Mitochondrial import inner membrane translocase subunit Tim17 family protein 
T_tenax_NG.00g032680		43075	Trichomonas	tenax	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
T_tenax_NG.00g070700		43075	Trichomonas	tenax	Mitochondrial import inner membrane translocase subunit TIM9
T_tenax_NG.00g012170		43075	Trichomonas	tenax	Mitochondrial import receptor subunit TOM40
T_tenax_NG.00g165760		43075	Trichomonas	tenax	Mitochondrial inner membrane protease ATP23
T_tenax_NG.00g113120		43075	Trichomonas	tenax	Mitochondrial outer membrane protein porin 1
T_tenax_NG.00g152770		43075	Trichomonas	tenax	Mitochondrial outer membrane protein porin 1
T_tenax_NG.00g094570		43075	Trichomonas	tenax	Mitochondrial outer membrane protein porin 2-like
T_tenax_NG.00g127530		43075	Trichomonas	tenax	Mitochondrial outer membrane protein porin 4
T_tenax_NG.00g187100		43075	Trichomonas	tenax	Mitochondrial outer membrane protein porin 5
T_tenax_NG.00g042070		43075	Trichomonas	tenax	Mitochondrial outer membrane protein porin 6
T_tenax_NG.00g128900		43075	Trichomonas	tenax	Mitochondrial RNA binding complex 1 subunit
T_tenax_NG.00g112750		43075	Trichomonas	tenax	mitochondrial-type HSP70 
T_tenax_NG.00g076350		43075	Trichomonas	tenax	mitotic checkpoint protein 
T_tenax_NG.00g182300		43075	Trichomonas	tenax	mitotic checkpoint protein 
T_tenax_NG.00g164960		43075	Trichomonas	tenax	Mitotic interactor and substrate of PLK1
T_tenax_NG.00g137220		43075	Trichomonas	tenax	Mitotic interactor and substrate of PLK1
T_tenax_NG.00g174020		43075	Trichomonas	tenax	Mitotic spindle-associated MMXD complex subunit MIP18
T_tenax_NG.00g092140		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g110300		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g046970		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g177210		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g141150		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g145410		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g133410		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g151590		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g075710		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g034320		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g097990		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g087890		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g065760		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g139330		43075	Trichomonas	tenax	MIZ zinc finger family protein 
T_tenax_NG.00g163420		43075	Trichomonas	tenax	MKI67 FHA domain-interacting nucleolar phosphoprotein-like protein (Fragment)
T_tenax_NG.00g032560		43075	Trichomonas	tenax	mKIAA0493 protein 
T_tenax_NG.00g126210		43075	Trichomonas	tenax	mKIAA0731 protein 
T_tenax_NG.00g008850		43075	Trichomonas	tenax	ML domain-containing protein
T_tenax_NG.00g160300		43075	Trichomonas	tenax	ML domain-containing protein
T_tenax_NG.00g152920		43075	Trichomonas	tenax	ML domain-containing protein
T_tenax_NG.00g009690		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g136240		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g183340		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g161510		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g040740		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g037140		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g164790		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g186710		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g055660		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g110690		43075	Trichomonas	tenax	MMS19 nucleotide excision repair protein
T_tenax_NG.00g113780		43075	Trichomonas	tenax	Mnd1 family protein 
T_tenax_NG.00g067480		43075	Trichomonas	tenax	Mnd1 family protein 
T_tenax_NG.00g133090		43075	Trichomonas	tenax	Mnd1 family protein 
T_tenax_NG.00g093770		43075	Trichomonas	tenax	MnhB domain-containing protein
T_tenax_NG.00g057710		43075	Trichomonas	tenax	MnhB domain-containing protein
T_tenax_NG.00g119570		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g147600		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g182350		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g037790		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g157110		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g087090		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g015780		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g079520		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g069900		43075	Trichomonas	tenax	Mob1/phocein family protein 
T_tenax_NG.00g052150		43075	Trichomonas	tenax	Modulator of drug activity B 
T_tenax_NG.00g149830		43075	Trichomonas	tenax	Modulator of drug activity B 
T_tenax_NG.00g187820		43075	Trichomonas	tenax	Modulator of drug activity B 
T_tenax_NG.00g062040		43075	Trichomonas	tenax	MoeZ/MoeB domain containing protein 
T_tenax_NG.00g033470		43075	Trichomonas	tenax	molybdenum cofactor sulfurase 
T_tenax_NG.00g104310		43075	Trichomonas	tenax	molybdenum cofactor sulfurase 
T_tenax_NG.00g132680		43075	Trichomonas	tenax	molybdenum cofactor sulfurase 
T_tenax_NG.00g013900		43075	Trichomonas	tenax	molybdenum cofactor sulfurase 
